18009 silly gunzTarPerm modes [ '777', '666' ]
24221 silly gunzTarPerm modified mode [ 'collection/size.js', 420, 438 ]
24222 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\asn1-8fe7f90a\node_modules is being purged
24223 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\asn1-8fe7f90a\node_modules
24224 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\tweetnacl-26ff101a\node_modules is being purged
24225 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\tweetnacl-26ff101a\node_modules
24226 silly gunzTarPerm extractEntry lib/util/assign.js
24227 silly gunzTarPerm modified mode [ 'lib/util/assign.js', 420, 438 ]
24228 silly gunzTarPerm extractEntry lib/util/utimes.js
24229 silly gunzTarPerm modified mode [ 'lib/util/utimes.js', 420, 438 ]
24230 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\readable-stream-00ef3c99\node_modules is being purged
24231 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\readable-stream-00ef3c99\node_modules
24232 silly gunzTarPerm extractEntry collection/size.js
24233 silly gunzTarPerm modified mode [ 'collection/size.js', 420, 438 ]
24234 silly gunzTarPerm extractEntry test/fixtures/couch_sample.json
24235 silly gunzTarPerm modified mode [ 'test/fixtures/couch_sample.json', 420, 438 ]
24236 silly gunzTarPerm extractEntry collection/detect.js
24237 silly gunzTarPerm modified mode [ 'collection/detect.js', 420, 438 ]
24238 silly gunzTarPerm extractEntry collection/detect.js
24239 silly gunzTarPerm modified mode [ 'collection/detect.js', 420, 438 ]
24240 silly gunzTarPerm extractEntry test/priv.pem
24241 silly gunzTarPerm modified mode [ 'test/priv.pem', 420, 438 ]
24242 silly gunzTarPerm extractEntry test/util/fakeDate.js
24243 silly gunzTarPerm modified mode [ 'test/util/fakeDate.js', 420, 438 ]
24244 silly gunzTarPerm extractEntry lib/fsutils.js
24245 silly gunzTarPerm modified mode [ 'lib/fsutils.js', 420, 438 ]
24246 silly gunzTarPerm extractEntry lib/utils.js
24247 silly gunzTarPerm modified mode [ 'lib/utils.js', 420, 438 ]
24248 silly gunzTarPerm extractEntry collection/detect.js
24249 silly gunzTarPerm modified mode [ 'collection/detect.js', 420, 438 ]
24250 silly gunzTarPerm extractEntry collection/some.js
24251 silly gunzTarPerm modified mode [ 'collection/some.js', 420, 438 ]
24252 silly gunzTarPerm extractEntry collection/some.js
24253 silly gunzTarPerm modified mode [ 'collection/some.js', 420, 438 ]
24254 silly gunzTarPerm extractEntry test/fixtures.tgz
24255 silly gunzTarPerm modified mode [ 'test/fixtures.tgz', 420, 438 ]
24256 silly gunzTarPerm extractEntry test/custom-pretty-print-test.js
24257 silly gunzTarPerm modified mode [ 'test/custom-pretty-print-test.js', 420, 438 ]
24258 silly gunzTarPerm extractEntry test/custom-timestamp-test.js
24259 silly gunzTarPerm modified mode [ 'test/custom-timestamp-test.js', 420, 438 ]
24260 silly gunzTarPerm extractEntry collection/some.js
24261 silly gunzTarPerm modified mode [ 'collection/some.js', 420, 438 ]
24262 silly gunzTarPerm extractEntry lib/utils/pathutils.js
24263 silly gunzTarPerm modified mode [ 'lib/utils/pathutils.js', 416, 438 ]
24264 silly gunzTarPerm extractEntry lib/utils/promiseback.js
24265 silly gunzTarPerm modified mode [ 'lib/utils/promiseback.js', 416, 438 ]
24266 silly gunzTarPerm extractEntry collection/countBy.js
24267 silly gunzTarPerm modified mode [ 'collection/countBy.js', 420, 438 ]
24268 silly gunzTarPerm extractEntry test/fixtures/depth.json
24269 silly gunzTarPerm modified mode [ 'test/fixtures/depth.json', 420, 438 ]
24270 silly gunzTarPerm extractEntry test/fixtures/error.json
24271 silly gunzTarPerm modified mode [ 'test/fixtures/error.json', 420, 438 ]
24272 silly gunzTarPerm extractEntry test/json-schema-draft4/nullAndFormat.json
24273 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/nullAndFormat.json', 420, 438 ]
24274 silly gunzTarPerm extractEntry test/json-schema-draft4/nullAndObject.json
24275 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/nullAndObject.json', 420, 438 ]
24276 silly gunzTarPerm extractEntry collection/countBy.js
24277 silly gunzTarPerm modified mode [ 'collection/countBy.js', 420, 438 ]
24278 silly gunzTarPerm extractEntry array.js
24279 silly gunzTarPerm modified mode [ 'array.js', 420, 438 ]
24280 silly gunzTarPerm extractEntry constant.js
24281 silly gunzTarPerm modified mode [ 'constant.js', 420, 438 ]
24282 silly gunzTarPerm extractEntry man/man1/sshpk-sign.1
24283 silly gunzTarPerm modified mode [ 'man/man1/sshpk-sign.1', 420, 438 ]
24284 silly gunzTarPerm extractEntry man/man1/sshpk-verify.1
24285 silly gunzTarPerm modified mode [ 'man/man1/sshpk-verify.1', 420, 438 ]
24286 silly gunzTarPerm extractEntry collection/countBy.js
24287 silly gunzTarPerm modified mode [ 'collection/countBy.js', 420, 438 ]
24288 silly gunzTarPerm extractEntry lib/walk/index.js
24289 silly gunzTarPerm modified mode [ 'lib/walk/index.js', 420, 438 ]
24290 silly gunzTarPerm extractEntry lib/walk/walker.js
24291 silly gunzTarPerm modified mode [ 'lib/walk/walker.js', 420, 438 ]
24292 silly gunzTarPerm extractEntry test/invalid_pub.pem
24293 silly gunzTarPerm modified mode [ 'test/invalid_pub.pem', 420, 438 ]
24294 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jsonschema-988715b9\node_modules is being purged
24295 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jsonschema-988715b9\node_modules
24296 silly gunzTarPerm extractEntry lib/getInstanceId.js
24297 silly gunzTarPerm modified mode [ 'lib/getInstanceId.js', 420, 438 ]
24298 silly gunzTarPerm extractEntry lib/getProjectId.js
24299 silly gunzTarPerm modified mode [ 'lib/getProjectId.js', 420, 438 ]
24300 silly gunzTarPerm extractEntry test/exception-test.js
24301 silly gunzTarPerm modified mode [ 'test/exception-test.js', 420, 438 ]
24302 silly gunzTarPerm extractEntry test/logger-test.js
24303 silly gunzTarPerm modified mode [ 'test/logger-test.js', 493, 511 ]
24304 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jodid25519-c95f808b\node_modules is being purged
24305 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jodid25519-c95f808b\node_modules
24306 silly gunzTarPerm extractEntry collection/sortBy.js
24307 silly gunzTarPerm modified mode [ 'collection/sortBy.js', 420, 438 ]
24308 silly gunzTarPerm extractEntry collection/contains.js
24309 silly gunzTarPerm modified mode [ 'collection/contains.js', 420, 438 ]
24310 silly gunzTarPerm extractEntry test/fixtures/header_footer.json
24311 silly gunzTarPerm modified mode [ 'test/fixtures/header_footer.json', 420, 438 ]
24312 silly gunzTarPerm extractEntry test/disabled/doubledot1.js
24313 silly gunzTarPerm modified mode [ 'test/disabled/doubledot1.js', 420, 438 ]
24314 silly gunzTarPerm extractEntry test/json-schema-draft4/oneOf.json
24315 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/oneOf.json', 420, 438 ]
24316 silly gunzTarPerm extractEntry test/json-schema-draft4/pattern.json
24317 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/pattern.json', 420, 438 ]
24318 silly gunzTarPerm extractEntry after.js
24319 silly gunzTarPerm modified mode [ 'after.js', 420, 438 ]
24320 silly gunzTarPerm extractEntry core.js
24321 silly gunzTarPerm modified mode [ 'core.js', 420, 438 ]
24322 silly gunzTarPerm extractEntry collection/sortBy.js
24323 silly gunzTarPerm modified mode [ 'collection/sortBy.js', 420, 438 ]
24324 silly gunzTarPerm extractEntry collection/contains.js
24325 silly gunzTarPerm modified mode [ 'collection/contains.js', 420, 438 ]
24326 silly gunzTarPerm extractEntry lib/loaders/config-file.js
24327 silly gunzTarPerm modified mode [ 'lib/loaders/config-file.js', 416, 438 ]
24328 silly gunzTarPerm extractEntry lib/middleware/clean-urls.js
24329 silly gunzTarPerm modified mode [ 'lib/middleware/clean-urls.js', 416, 438 ]
24330 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\qs-55bfb050\node_modules is being purged
24331 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\qs-55bfb050\node_modules
24332 silly gunzTarPerm extractEntry collection/sortBy.js
24333 silly gunzTarPerm modified mode [ 'collection/sortBy.js', 420, 438 ]
24334 silly gunzTarPerm extractEntry collection/contains.js
24335 silly gunzTarPerm modified mode [ 'collection/contains.js', 420, 438 ]
24336 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jsonparse-19f5c679\node_modules is being purged
24337 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\jsonparse-19f5c679\node_modules
24338 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\cli-width-5dd18098\node_modules is being purged
24339 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\cli-width-5dd18098\node_modules
24340 silly gunzTarPerm extractEntry lib/fetchMOTD.js
24341 silly gunzTarPerm modified mode [ 'lib/fetchMOTD.js', 420, 438 ]
24342 silly gunzTarPerm extractEntry lib/acquireRefs.js
24343 silly gunzTarPerm modified mode [ 'lib/acquireRefs.js', 420, 438 ]
24344 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\uuid-88b778b1\node_modules is being purged
24345 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\uuid-88b778b1\node_modules
24346 silly gunzTarPerm extractEntry test/custom-formatter-test.js
24347 silly gunzTarPerm modified mode [ 'test/custom-formatter-test.js', 420, 438 ]
24348 silly gunzTarPerm extractEntry test/container-test.js
24349 silly gunzTarPerm modified mode [ 'test/container-test.js', 420, 438 ]
24350 silly gunzTarPerm extractEntry collection/sortByAll.js
24351 silly gunzTarPerm modified mode [ 'collection/sortByAll.js', 420, 438 ]
24352 silly gunzTarPerm extractEntry collection/collect.js
24353 silly gunzTarPerm modified mode [ 'collection/collect.js', 420, 438 ]
24354 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\pkginfo-b57226da\node_modules is being purged
24355 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\pkginfo-b57226da\node_modules
24356 silly gunzTarPerm extractEntry collection/sortByAll.js
24357 silly gunzTarPerm modified mode [ 'collection/sortByAll.js', 420, 438 ]
24358 silly gunzTarPerm extractEntry collection/collect.js
24359 silly gunzTarPerm modified mode [ 'collection/collect.js', 420, 438 ]
24360 silly gunzTarPerm extractEntry lib/middleware/env.js
24361 silly gunzTarPerm modified mode [ 'lib/middleware/env.js', 416, 438 ]
24362 silly gunzTarPerm extractEntry lib/middleware/files.js
24363 silly gunzTarPerm modified mode [ 'lib/middleware/files.js', 416, 438 ]
24364 silly gunzTarPerm extractEntry test/json-schema-draft4/patternProperties.json
24365 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/patternProperties.json', 420, 438 ]
24366 silly gunzTarPerm extractEntry test/json-schema-draft4/properties.json
24367 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/properties.json', 420, 438 ]
24368 silly gunzTarPerm extractEntry test/disabled/doubledot2.js
24369 silly gunzTarPerm modified mode [ 'test/disabled/doubledot2.js', 420, 438 ]
24370 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\debug-2a4b9ed4\node_modules is being purged
24371 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\debug-2a4b9ed4\node_modules
24372 silly gunzTarPerm extractEntry add.js
24373 silly gunzTarPerm modified mode [ 'add.js', 420, 438 ]
24374 silly gunzTarPerm extractEntry core.min.js
24375 silly gunzTarPerm modified mode [ 'core.min.js', 420, 438 ]
24376 silly gunzTarPerm extractEntry collection/sortByAll.js
24377 silly gunzTarPerm modified mode [ 'collection/sortByAll.js', 420, 438 ]
24378 silly gunzTarPerm extractEntry collection/collect.js
24379 silly gunzTarPerm modified mode [ 'collection/collect.js', 420, 438 ]
24380 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\node-uuid-a9b24b00\node_modules is being purged
24381 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\node-uuid-a9b24b00\node_modules
24382 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\hoek-68dd6f28\node_modules is being purged
24383 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\hoek-68dd6f28\node_modules
24384 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\verror-3811ab4c\node_modules is being purged
24385 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\verror-3811ab4c\node_modules
24386 silly gunzTarPerm extractEntry lib/triggerParser.js
24387 silly gunzTarPerm modified mode [ 'lib/triggerParser.js', 420, 438 ]
24388 silly gunzTarPerm extractEntry lib/loadCJSON.js
24389 silly gunzTarPerm modified mode [ 'lib/loadCJSON.js', 420, 438 ]
24390 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\faye-websocket-03803a4b\node_modules is being purged
24391 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\faye-websocket-03803a4b\node_modules
24392 silly gunzTarPerm extractEntry collection/sortByOrder.js
24393 silly gunzTarPerm modified mode [ 'collection/sortByOrder.js', 420, 438 ]
24394 silly gunzTarPerm extractEntry collection/at.js
24395 silly gunzTarPerm modified mode [ 'collection/at.js', 420, 438 ]
24396 silly gunzTarPerm extractEntry collection/sortByOrder.js
24397 silly gunzTarPerm modified mode [ 'collection/sortByOrder.js', 420, 438 ]
24398 silly gunzTarPerm extractEntry collection/at.js
24399 silly gunzTarPerm modified mode [ 'collection/at.js', 420, 438 ]
24400 silly gunzTarPerm extractEntry lib/middleware/headers.js
24401 silly gunzTarPerm modified mode [ 'lib/middleware/headers.js', 416, 438 ]
24402 silly gunzTarPerm extractEntry lib/middleware/index.js
24403 silly gunzTarPerm modified mode [ 'lib/middleware/index.js', 416, 438 ]
24404 silly gunzTarPerm extractEntry test/json-schema-draft4/ref.json
24405 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/ref.json', 420, 438 ]
24406 silly gunzTarPerm extractEntry test/json-schema-draft4/refRemote.json
24407 silly gunzTarPerm modified mode [ 'test/json-schema-draft4/refRemote.json', 420, 438 ]
24408 silly gunzTarPerm extractEntry _wrapperClone.js
24409 silly gunzTarPerm modified mode [ '_wrapperClone.js', 420, 438 ]
24410 silly gunzTarPerm extractEntry countBy.js
24411 silly gunzTarPerm modified mode [ 'countBy.js', 420, 438 ]
24412 silly gunzTarPerm extractEntry collection/sortByOrder.js
24413 silly gunzTarPerm modified mode [ 'collection/sortByOrder.js', 420, 438 ]
24414 silly gunzTarPerm extractEntry collection/at.js
24415 silly gunzTarPerm modified mode [ 'collection/at.js', 420, 438 ]
24416 silly gunzTarPerm extractEntry test/log-exception-test.js
24417 silly gunzTarPerm modified mode [ 'test/log-exception-test.js', 420, 438 ]
24418 silly gunzTarPerm extractEntry test/log-filter-test.js
24419 silly gunzTarPerm modified mode [ 'test/log-filter-test.js', 420, 438 ]
24420 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\cjson-11c2a272\node_modules is being purged
24421 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\cjson-11c2a272\node_modules
24422 silly gunzTarPerm extractEntry lib/loadRCFile.js
24423 silly gunzTarPerm modified mode [ 'lib/loadRCFile.js', 420, 438 ]
24424 silly gunzTarPerm extractEntry lib/logError.js
24425 silly gunzTarPerm modified mode [ 'lib/logError.js', 420, 438 ]
24426 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\uuid-396e7ca8\node_modules is being purged
24427 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\uuid-396e7ca8\node_modules
24428 silly gentlyRm C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\readable-stream-1c05d65d\node_modules is being purged
24429 verbose gentlyRm don't care about contents; nuking C:\Users\dff\AppData\Roaming\npm\node_modules\.staging\readable-stream-1c05d65d\node_modules
24430 silly gunzTarPerm extractEntry collection/sum.js
24431 silly gunzTarPerm modified mode [ 'collection/sum.js', 420, 438 ]
24432 silly gunzTarPerm extractEntry collection/any.js
24433 silly gunzTarPerm modified mode [ 'collection/any.js', 420, 438 ]
24434 silly gunzTarPerm extractEntry collection/sum.js
24435 silly gunzTarPerm modified mode [ 'collection/sum.js', 420, 438 ]
24436 silly gunzTarPerm extractEntry collection/any.js
24437 silly gunzTarPerm modified mode [ 'collection/any.js', 420, 438 ]
